"","...1","kingdom","class","family","scientificName","establishmentMeans","organismQuantity","basisOfRecord","Fuente del dato","institutionCode","recordedBy","year","month","day","Nombre de la Localidad","locationRemarks","locality","municipality","county","stateProvince","verbatimLatitude","verbatimLongitude","verbatimElevation","eventRemarks","occurrenceStatus","Estudio","organismQuanityType","eventDate","minimumElevationInMeters","maximumElevationInMeters"
"247",247,"Animalia","Aves","Ardeidae","Nycticorax nycticorax","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"248",248,"Animalia","Aves","Ardeidae","Nycticorax nycticorax","","10","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",4,"La Manreza","La Manreza","Melipilla","Melipilla","Melipilla","Metropolitana","33°42'58""S","71°00'23""W","267","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-04,"267","267"
"249",249,"Animalia","Aves","Ardeidae","Nycticorax nycticorax","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Isla de Maipo.","Isla de Maipo.","Talagante","Talagante","Talagante","Metropolitana","33°43'35""S","70°55'03""W","327","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"327","327"
"250",250,"Animalia","Aves","Ardeidae","Nycticorax nycticorax","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Embalse Convento Viejo.","Embalse Convento Viejo.","Chimbarongo","Chimbarongo","Colchagua","O'Higgins.","34°45'15""S","71°07'08""W","275","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"275","275"
"251",251,"Animalia","Aves","Cahartidae","Cathartes aura","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",16,"Molinos","Molinos, Valle del Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'05""S","69°58'42""W","931","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"931","931"
"252",252,"Animalia","Aves","Cahartidae","Cathartes aura","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Las Gaviotas","Valle del Lluta (Cooperativa)","Arica","Arica","Arica","Arica y Parinacota","18°24'23""S","70°08'42""W","351","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"351","351"
"253",253,"Animalia","Aves","Cahartidae","Cathartes aura","","21","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Río Lluta","Puente Santa Lucía","Arica","Arica","Arica","Arica y Parinacota","18°24'32""S","70°14'27""W","152","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"152","152"
"254",254,"Animalia","Aves","Cahartidae","Cathartes aura","","29","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Desembocadura del río Lluta","Desembocadura del río Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'52""S","70°19'26""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"0","0"
"255",255,"Animalia","Aves","Cahartidae","Cathartes aura","","9","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Valle del Lluta","a 700 mts del Agua potable (Luidero)","Arica","Arica","Arica","Arica y Parinacota","18°25'23""S","70°02'43""W","614","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"614","614"
"256",256,"Animalia","Aves","Cahartidae","Cathartes aura","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",18,"Península El Alacrán","Península El Alacrán","Arica","Arica","Arica","Arica y Parinacota","18°28'49""S","70°19'56""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-18,"0","0"
"257",257,"Animalia","Aves","Cahartidae","Cathartes aura","","12","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",18,"Playa La Lisera, roquerios en el sector sur.","Playa La Lisera, roquerios en el sector sur.","Arica","Arica","Arica","Arica y Parinacota","18°29'42""S","70°19'34""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-18,"0","0"
"258",258,"Animalia","Aves","Cahartidae","Cathartes aura","","15","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",14,"Cuevas de Anzota","Cuevas de Anzota","Arica","Arica","Arica","Arica y Parinacota","18°33'07""S","70°19'52""W","5","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-14,"5","5"
"259",259,"Animalia","Aves","Cahartidae","Cathartes aura","","60","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Caleta Vitor","roquerios del sector norte.","Arica","Arica","Arica","Arica y Parinacota","18°44'55""S","70°20'17""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"0","0"
"260",260,"Animalia","Aves","Cahartidae","Cathartes aura","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Valle Chaca Caleta Vitor","Valle Chaca Caleta Vitor","Arica","Arica","Arica","Arica y Parinacota","18°45'21""S","70°19'41""W","8","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"8","8"
"261",261,"Animalia","Aves","Cahartidae","Cathartes aura","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Tunquén","Tunquén","Casablaca","Casablanca","Valparaíso","Valparaíso","33°16'25""S","71°40'19""W","53","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"53","53"
"262",262,"Animalia","Aves","Cahartidae","Cathartes aura","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"263",263,"Animalia","Aves","Cahartidae","Cathartes aura","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Río Maipo, Huechún Bajo","Río Maipo, Huechún Bajo","Melipilla","Melipilla","Melipilla","Metropolitana","33°41'25""S","71°09'35""W","187","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"187","187"
"264",264,"Animalia","Aves","Cahartidae","Cathartes aura","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",9,"Fundo  La Libertad.","Río Maipo, Fundo La Libertad, Huechún","Melipilla","Melipilla","Melipilla","Metropolitana","33°43'24""S","71°17'30""W","116","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-09,"116","116"
"265",265,"Animalia","Aves","Cahartidae","Cathartes aura","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",3,"Llallauquén.","Llallauquén.","Las Cabras","Las Cabras","Cachapoal","O'Higgins.","34°14'04""S","71°26'10""W","112","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-03,"112","112"
"266",266,"Animalia","Aves","Cahartidae","Cathartes aura","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Sector Pataguilla.","Sector Pataguilla.","Santa Cruz","Santa Cruz","Colchagua","O'Higgins.","34°41'18""S","71°23'57""W","171","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"171","171"
"267",267,"Animalia","Aves","Cahartidae","Cathartes aura","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Embalse Convento Viejo.","Embalse Convento Viejo.","Chimbarongo","Chimbarongo","Colchagua","O'Higgins.","34°45'15""S","71°07'08""W","275","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"275","275"
"268",268,"Animalia","Aves","Cahartidae","Cathartes aura","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Sector Compuertas","Canalón desagüe Embalse Convento Viejo.","Chimbarongo","Chimbarongo","Colchagua","O'Higgins.","34°45'29""S","71°07'55""W","255","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"255","255"
"269",269,"Animalia","Aves","Cahartidae","Cathartes aura","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",4,"Río Teno","Río Teno","Teno","Teno","Curicó","Del Maule","34°54'15""S","71°09'34""W","295","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-04,"295","295"
"270",270,"Animalia","Aves","Cahartidae","Cathartes aura","","11","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",5,"Fundo la Peña,  Botalcura.","Fundo la Peña,  Botalcura.","Pencahue","Pencahue","Talca","Del Maule","35°15'19""S","72°46'07""W","73","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-05,"73","73"
"271",271,"Animalia","Aves","Cahartidae","Cathartes aura","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",5,"Puente Pajonal","Sector de pajonales al oriente, Ruta K-260.","Pencahue","Pencahue","Talca","Del Maule","35°18'58""S","71°45'34""W","67","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-05,"67","67"
"272",272,"Animalia","Aves","Cahartidae","Cathartes aura","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","F. Díaz, M. Daigre",2012,"12",6,"Humedal Ciénagas del Name.","Humedal Ciénagas del Name.","Cauquenes","Cauquenes","Talca","Del Maule","35°45'5.5""S","71°12'42""W","-","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"-","-"
"273",273,"Animalia","Aves","Cahartidae","Cathartes aura","","1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Río Laraquete","En tramo adyacente a la barrera que impide el acceso de vehículos al área controlada por la Compañía de Agua Potable.","Laraquete","Arauco","Arauco","Del Biobío","37°10'07""S","73°10'28""W","2","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"2","2"
"274",274,"Animalia","Aves","Calyptocephalellidae","Calyptocephalella gayi","","-","acústico","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",5,"Laguna Lanalhue","Huedales de Buchoco","Contulmo","Contulmo","Arauco","Del Biobío","37°59'41""S","72°16'00""W","12","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-05,"12","12"
"275",275,"Animalia","Aves","Caprimulgidae","Caprimulgus longirostris","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"276",276,"Animalia","Aves","Caprimulgidae","Caprimulgus longirostris","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Muñoz-Pedreros, Contreras, González",2013,"1",24,"Predio Llancahue","16 km de Valdivia","Valdivia","Valdivia","Valdivia","Región de Los Ríos","39°48'S","73°11'O","69","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-24,"69","69"
"277",277,"Animalia","Aves","Caprimulgidae","Systellura longirostris","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",16,"Molinos","Molinos, Valle del Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'05""S","69°58'42""W","931","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"931","931"
"278",278,"Animalia","Aves","Caprimulgidae","Systellura longirostris","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Valle Chaca Caleta Vitor","Valle Chaca Caleta Vitor","Arica","Arica","Arica","Arica y Parinacota","18°45'21""S","70°19'41""W","8","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"8","8"
"279",279,"Animalia","Aves","Cathartidae","Vultur gryphus","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",19,"Estancia Río Cisnes","La Tapera","La Tapera","Lago Verde","Aysén","Región de Aysén","44°34'32""S","71°29'06""O","637","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-19,"637","637"
"280",280,"Animalia","Aves","Cathartidae","Cathartes aura","","15","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"281",281,"Animalia","Aves","Cathartidae","Cathartes aura","","25","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Laguna Conchalí, Punta Chungo.","Laguna Conchalí, Punta Chungo.","Los Vilos","Los Vilos","Choapa","Coquimbo","31°52'41""S","71°29'48""W","4","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"4","4"
"282",282,"Animalia","Aves","Cathartidae","Cathartes aura","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Río Choapa.","Desembocadura Río Choapa.","Canela","Canela","Choapa","Coquimbo","33°37'14""S","71°33'33""W","7","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"7","7"
"283",283,"Animalia","Aves","Cathartidae","Cathartes aura","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Mehuín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°26'21""S","73°11'57""O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"0","0"
